,,Tier,Name,Level,Effect,Existingeffect,Neweffect,CostRaw,Costcustomizable,,Tier_4
,,13,Matter Reconfiguration,82,Value Increase,81%,82%,,,,
,,13,Matter Reconfiguration,83,Value Increase,82%,83%,,,,
,,13,Matter Reconfiguration,84,Value Increase,83%,84%,,,,
,,13,Matter Reconfiguration,85,Value Increase,84%,85%,,,,
,,13,Matter Reconfiguration,86,Value Increase,85%,86%,,,,
,,13,Matter Reconfiguration,87,Value Increase,86%,87%,,,,
,,13,Matter Reconfiguration,88,Value Increase,87%,88%,,,,
,,13,Matter Reconfiguration,89,Value Increase,88%,89%,,,,
,,13,Matter Reconfiguration,90,Value Increase,89%,90%,,,,
,,13,Matter Reconfiguration,91,Value Increase,90%,91%,,,,
,,13,Matter Reconfiguration,92,Value Increase,91%,92%,,,,
,,13,Matter Reconfiguration,93,Value Increase,92%,93%,,,,
,,13,Matter Reconfiguration,94,Value Increase,93%,94%,,,,
,,13,Matter Reconfiguration,95,Value Increase,94%,95%,,,,
,,13,Matter Reconfiguration,96,Value Increase,95%,96%,,,,
,,13,Matter Reconfiguration,97,Value Increase,96%,97%,,,,
,,13,Matter Reconfiguration,98,Value Increase,97%,98%,,,,
,,13,Matter Reconfiguration,99,Value Increase,98%,99%,,,,
,,13,Matter Reconfiguration,100,Value Increase,99%,100%,,,,
,,13,Matter Reconfiguration,101,Value Increase,100%,101%,,,,
,,13,Matter Reconfiguration,102,Value Increase,101%,102%,,,,
,,13,Matter Reconfiguration,103,Value Increase,102%,103%,,,,
,,13,Matter Reconfiguration,104,Value Increase,103%,104%,,,,
,,13,Matter Reconfiguration,105,Value Increase,104%,105%,,,,
,,13,Matter Reconfiguration,106,Value Increase,105%,106%,,,,
,,13,Matter Reconfiguration,107,Value Increase,106%,107%,,,,
,,13,Matter Reconfiguration,108,Value Increase,107%,108%,,,,
,,13,Matter Reconfiguration,109,Value Increase,108%,109%,,,,
,,13,Matter Reconfiguration,110,Value Increase,109%,110%,,,,
,,13,Matter Reconfiguration,111,Value Increase,110%,111%,,,,
,,13,Matter Reconfiguration,112,Value Increase,111%,112%,,,,
,,13,Matter Reconfiguration,113,Value Increase,112%,113%,,,,
,,13,Matter Reconfiguration,114,Value Increase,113%,114%,,,,
,,13,Matter Reconfiguration,115,Value Increase,114%,115%,,,,
,,13,Matter Reconfiguration,116,Value Increase,115%,116%,,,,
,,13,Matter Reconfiguration,117,Value Increase,116%,117%,,,,
,,13,Matter Reconfiguration,118,Value Increase,117%,118%,,,,
,,13,Matter Reconfiguration,119,Value Increase,118%,119%,,,,
,,13,Matter Reconfiguration,120,Value Increase,119%,120%,,,,
,,13,Matter Reconfiguration,121,Value Increase,120%,121%,,,,
,,13,Matter Reconfiguration,122,Value Increase,121%,122%,,,,
,,13,Matter Reconfiguration,123,Value Increase,122%,123%,,,,
,,13,Matter Reconfiguration,124,Value Increase,123%,124%,,,,
,,13,Matter Reconfiguration,125,Value Increase,124%,125%,,,,
,,13,Matter Reconfiguration,126,Value Increase,125%,126%,,,,
,,13,Matter Reconfiguration,127,Value Increase,126%,127%,,,,
,,13,Matter Reconfiguration,128,Value Increase,127%,128%,,,,
,,13,Matter Reconfiguration,129,Value Increase,128%,129%,,,,
,,13,Matter Reconfiguration,130,Value Increase,129%,130%,,,,
,,13,Matter Reconfiguration,131,Value Increase,130%,131%,,,,
,,13,Matter Reconfiguration,132,Value Increase,131%,132%,,,,
,,13,Matter Reconfiguration,133,Value Increase,132%,133%,,,,
,,13,Matter Reconfiguration,134,Value Increase,133%,134%,,,,
,,13,Matter Reconfiguration,135,Value Increase,134%,135%,,,,
,,13,Matter Reconfiguration,136,Value Increase,135%,136%,,,,
,,13,Matter Reconfiguration,137,Value Increase,136%,137%,,,,
,,13,Matter Reconfiguration,138,Value Increase,137%,138%,,,,
,,13,Matter Reconfiguration,139,Value Increase,138%,139%,,,,
,,13,Matter Reconfiguration,140,Value Increase,139%,140%,,,,
,,13,Matter Reconfiguration,141,Value Increase,140%,141%,,,,
,,13,Matter Reconfiguration,142,Value Increase,141%,142%,,,,
,,13,Matter Reconfiguration,143,Value Increase,142%,143%,,,,
,,13,Matter Reconfiguration,144,Value Increase,143%,144%,,,,
,,13,Matter Reconfiguration,145,Value Increase,144%,145%,,,,
,,13,Matter Reconfiguration,146,Value Increase,145%,146%,,,,
,,13,Matter Reconfiguration,147,Value Increase,146%,147%,,,,
,,13,Matter Reconfiguration,148,Value Increase,147%,148%,,,,
,,13,Matter Reconfiguration,149,Value Increase,148%,149%,,,,
,,13,Matter Reconfiguration,150,Value Increase,149%,150%,,,,
,,13,Matter Reconfiguration,151,Value Increase,150%,151%,,,,
,,13,Matter Reconfiguration,152,Value Increase,151%,152%,,,,
,,13,Matter Reconfiguration,153,Value Increase,152%,153%,,,,
,,13,Matter Reconfiguration,154,Value Increase,153%,154%,,,,
,,13,Matter Reconfiguration,155,Value Increase,154%,155%,,,,
,,13,Matter Reconfiguration,156,Value Increase,155%,156%,,,,
,,13,Matter Reconfiguration,157,Value Increase,156%,157%,,,,
,,13,Matter Reconfiguration,158,Value Increase,157%,158%,,,,
,,13,Matter Reconfiguration,159,Value Increase,158%,159%,,,,
,,13,Matter Reconfiguration,160,Value Increase,159%,160%,,,,
,,13,Matter Reconfiguration,161,Value Increase,160%,161%,,,,
,,13,Matter Reconfiguration,162,Value Increase,161%,162%,,,,
,,13,Matter Reconfiguration,163,Value Increase,162%,163%,,,,
,,13,Matter Reconfiguration,164,Value Increase,163%,164%,,,,
,,13,Matter Reconfiguration,165,Value Increase,164%,165%,,,,
,,13,Matter Reconfiguration,166,Value Increase,165%,166%,,,,
,,13,Matter Reconfiguration,167,Value Increase,166%,167%,,,,
,,13,Matter Reconfiguration,168,Value Increase,167%,168%,,,,
,,13,Matter Reconfiguration,169,Value Increase,168%,169%,,,,
,,13,Matter Reconfiguration,170,Value Increase,169%,170%,,,,
,,13,Matter Reconfiguration,171,Value Increase,170%,171%,,,,
,,13,Matter Reconfiguration,172,Value Increase,171%,172%,,,,
,,13,Matter Reconfiguration,173,Value Increase,172%,173%,,,,
,,13,Matter Reconfiguration,174,Value Increase,173%,174%,,,,
,,13,Matter Reconfiguration,175,Value Increase,174%,175%,,,,
,,13,Matter Reconfiguration,176,Value Increase,175%,176%,,,,
,,13,Matter Reconfiguration,177,Value Increase,176%,177%,,,,
,,13,Matter Reconfiguration,178,Value Increase,177%,178%,,,,
,,13,Matter Reconfiguration,179,Value Increase,178%,179%,,,,
,,13,Matter Reconfiguration,180,Value Increase,179%,180%,,,,
,,13,Matter Reconfiguration,181,Value Increase,180%,181%,,,,
,,13,Matter Reconfiguration,182,Value Increase,181%,182%,,,,
,,13,Matter Reconfiguration,183,Value Increase,182%,183%,,,,
,,13,Matter Reconfiguration,184,Value Increase,183%,184%,,,,
,,13,Matter Reconfiguration,185,Value Increase,184%,185%,,,,
,,13,Matter Reconfiguration,186,Value Increase,185%,186%,,,,
,,13,Matter Reconfiguration,187,Value Increase,186%,187%,,,,
,,13,Matter Reconfiguration,188,Value Increase,187%,188%,,,,
,,13,Matter Reconfiguration,189,Value Increase,188%,189%,,,,
,,13,Matter Reconfiguration,190,Value Increase,189%,190%,,,,
,,13,Matter Reconfiguration,191,Value Increase,190%,191%,,,,
,,13,Matter Reconfiguration,192,Value Increase,191%,192%,,,,
,,13,Matter Reconfiguration,193,Value Increase,192%,193%,,,,
,,13,Matter Reconfiguration,194,Value Increase,193%,194%,,,,
,,13,Matter Reconfiguration,195,Value Increase,194%,195%,,,,
,,13,Matter Reconfiguration,196,Value Increase,195%,196%,,,,
,,13,Matter Reconfiguration,197,Value Increase,196%,197%,,,,
,,13,Matter Reconfiguration,198,Value Increase,197%,198%,,,,
,,13,Matter Reconfiguration,199,Value Increase,198%,199%,,,,
,,13,Matter Reconfiguration,200,Value Increase,199%,200%,,,,
,,13,Matter Reconfiguration,201,Value Increase,200%,201%,,,,
,,13,Matter Reconfiguration,202,Value Increase,201%,202%,,,,
,,13,Matter Reconfiguration,203,Value Increase,202%,203%,,,,
,,13,Matter Reconfiguration,204,Value Increase,203%,204%,,,,
,,13,Matter Reconfiguration,205,Value Increase,204%,205%,,,,
,,13,Matter Reconfiguration,206,Value Increase,205%,206%,,,,
,,13,Matter Reconfiguration,207,Value Increase,206%,207%,,,,
,,13,Matter Reconfiguration,208,Value Increase,207%,208%,,,,
,,13,Matter Reconfiguration,209,Value Increase,208%,209%,,,,
,,13,Matter Reconfiguration,210,Value Increase,209%,210%,,,,
,,13,Matter Reconfiguration,211,Value Increase,210%,211%,,,,
,,13,Matter Reconfiguration,212,Value Increase,211%,212%,,,,
,,13,Matter Reconfiguration,213,Value Increase,212%,213%,,,,
,,13,Matter Reconfiguration,214,Value Increase,213%,214%,,,,
,,13,Matter Reconfiguration,215,Value Increase,214%,215%,,,,
,,13,Matter Reconfiguration,216,Value Increase,215%,216%,,,,
,,13,Matter Reconfiguration,217,Value Increase,216%,217%,,,,
,,13,Matter Reconfiguration,218,Value Increase,217%,218%,,,,
,,13,Matter Reconfiguration,219,Value Increase,218%,219%,,,,
,,13,Matter Reconfiguration,220,Value Increase,219%,220%,,,,
,,13,Matter Reconfiguration,221,Value Increase,220%,221%,,,,
,,13,Matter Reconfiguration,222,Value Increase,221%,222%,,,,
,,13,Matter Reconfiguration,223,Value Increase,222%,223%,,,,
,,13,Matter Reconfiguration,224,Value Increase,223%,224%,,,,
,,13,Matter Reconfiguration,225,Value Increase,224%,225%,,,,
,,13,Matter Reconfiguration,226,Value Increase,225%,226%,,,,
,,13,Matter Reconfiguration,227,Value Increase,226%,227%,,,,
,,13,Matter Reconfiguration,228,Value Increase,227%,228%,,,,
,,13,Matter Reconfiguration,229,Value Increase,228%,229%,,,,
,,13,Matter Reconfiguration,230,Value Increase,229%,230%,,,,
,,13,Matter Reconfiguration,231,Value Increase,230%,231%,,,,
,,13,Matter Reconfiguration,232,Value Increase,231%,232%,,,,
,,13,Matter Reconfiguration,233,Value Increase,232%,233%,,,,
,,13,Matter Reconfiguration,234,Value Increase,233%,234%,,,,
,,13,Matter Reconfiguration,235,Value Increase,234%,235%,,,,
,,13,Matter Reconfiguration,236,Value Increase,235%,236%,,,,
,,13,Matter Reconfiguration,237,Value Increase,236%,237%,,,,
,,13,Matter Reconfiguration,238,Value Increase,237%,238%,,,,
,,13,Matter Reconfiguration,239,Value Increase,238%,239%,,,,
,,13,Matter Reconfiguration,240,Value Increase,239%,240%,,,,
,,13,Matter Reconfiguration,241,Value Increase,240%,241%,,,,
,,13,Matter Reconfiguration,242,Value Increase,241%,242%,,,,
,,13,Matter Reconfiguration,243,Value Increase,242%,243%,,,,
,,13,Matter Reconfiguration,244,Value Increase,243%,244%,,,,
,,13,Matter Reconfiguration,245,Value Increase,244%,245%,,,,
,,13,Matter Reconfiguration,246,Value Increase,245%,246%,,,,
,,13,Matter Reconfiguration,247,Value Increase,246%,247%,,,,
,,13,Matter Reconfiguration,248,Value Increase,247%,248%,,,,
,,13,Matter Reconfiguration,249,Value Increase,248%,249%,,,,
,,13,Matter Reconfiguration,250,Value Increase,249%,250%,,,,
,,13,Matter Reconfiguration,251,Value Increase,250%,251%,,,,
,,13,Matter Reconfiguration,252,Value Increase,251%,252%,,,,
,,13,Matter Reconfiguration,253,Value Increase,252%,253%,,,,
,,13,Matter Reconfiguration,254,Value Increase,253%,254%,,,,
,,13,Matter Reconfiguration,255,Value Increase,254%,255%,,,,
,,13,Matter Reconfiguration,256,Value Increase,255%,256%,,,,
,,13,Matter Reconfiguration,257,Value Increase,256%,257%,,,,
,,13,Matter Reconfiguration,258,Value Increase,257%,258%,,,,
,,13,Matter Reconfiguration,259,Value Increase,258%,259%,,,,
,,13,Matter Reconfiguration,260,Value Increase,259%,260%,,,,
,,13,Matter Reconfiguration,261,Value Increase,260%,261%,,,,
,,13,Matter Reconfiguration,262,Value Increase,261%,262%,,,,
,,13,Matter Reconfiguration,263,Value Increase,262%,263%,,,,
,,13,Matter Reconfiguration,264,Value Increase,263%,264%,,,,
,,13,Matter Reconfiguration,265,Value Increase,264%,265%,,,,
,,13,Matter Reconfiguration,266,Value Increase,265%,266%,,,,
,,13,Matter Reconfiguration,267,Value Increase,266%,267%,,,,
,,13,Matter Reconfiguration,268,Value Increase,267%,268%,,,,
,,13,Matter Reconfiguration,269,Value Increase,268%,269%,,,,
,,13,Matter Reconfiguration,270,Value Increase,269%,270%,,,,
,,13,Matter Reconfiguration,271,Value Increase,270%,271%,,,,
,,13,Matter Reconfiguration,272,Value Increase,271%,272%,,,,
,,13,Matter Reconfiguration,273,Value Increase,272%,273%,,,,
,,13,Matter Reconfiguration,274,Value Increase,273%,274%,,,,
,,13,Matter Reconfiguration,275,Value Increase,274%,275%,,,,
,,13,Matter Reconfiguration,276,Value Increase,275%,276%,,,,
,,13,Matter Reconfiguration,277,Value Increase,276%,277%,,,,
,,13,Matter Reconfiguration,278,Value Increase,277%,278%,,,,
,,13,Matter Reconfiguration,279,Value Increase,278%,279%,,,,
,,13,Matter Reconfiguration,280,Value Increase,279%,280%,,,,
,,13,Matter Reconfiguration,281,Value Increase,280%,281%,,,,
,,13,Matter Reconfiguration,282,Value Increase,281%,282%,,,,
,,13,Matter Reconfiguration,283,Value Increase,282%,283%,,,,
,,13,Matter Reconfiguration,284,Value Increase,283%,284%,,,,
,,13,Matter Reconfiguration,285,Value Increase,284%,285%,,,,
,,13,Matter Reconfiguration,286,Value Increase,285%,286%,,,,
,,13,Matter Reconfiguration,287,Value Increase,286%,287%,,,,
,,13,Matter Reconfiguration,288,Value Increase,287%,288%,,,,
,,13,Matter Reconfiguration,289,Value Increase,288%,289%,,,,
,,13,Matter Reconfiguration,290,Value Increase,289%,290%,,,,
,,13,Matter Reconfiguration,291,Value Increase,290%,291%,,,,
,,13,Matter Reconfiguration,292,Value Increase,291%,292%,,,,
,,13,Matter Reconfiguration,293,Value Increase,292%,293%,,,,
,,13,Matter Reconfiguration,294,Value Increase,293%,294%,,,,
,,13,Matter Reconfiguration,295,Value Increase,294%,295%,,,,
,,13,Matter Reconfiguration,296,Value Increase,295%,296%,,,,
,,13,Matter Reconfiguration,297,Value Increase,296%,297%,,,,
,,13,Matter Reconfiguration,298,Value Increase,297%,298%,,,,
,,13,Matter Reconfiguration,299,Value Increase,298%,299%,,,,
,,13,Matter Reconfiguration,300,Value Increase,299%,300%,,,,
,,13,Matter Reconfiguration,301,Value Increase,300%,301%,,,,
,,13,Matter Reconfiguration,302,Value Increase,301%,302%,,,,
,,13,Matter Reconfiguration,303,Value Increase,302%,303%,,,,
,,13,Matter Reconfiguration,304,Value Increase,303%,304%,,,,
,,13,Matter Reconfiguration,305,Value Increase,304%,305%,,,,
,,13,Matter Reconfiguration,306,Value Increase,305%,306%,,,,
,,13,Matter Reconfiguration,307,Value Increase,306%,307%,,,,
,,13,Matter Reconfiguration,308,Value Increase,307%,308%,,,,
,,13,Matter Reconfiguration,309,Value Increase,308%,309%,,,,
,,13,Matter Reconfiguration,310,Value Increase,309%,310%,,,,
,,13,Matter Reconfiguration,311,Value Increase,310%,311%,,,,
,,13,Matter Reconfiguration,312,Value Increase,311%,312%,,,,
,,13,Matter Reconfiguration,313,Value Increase,312%,313%,,,,
,,13,Matter Reconfiguration,314,Value Increase,313%,314%,,,,
,,13,Matter Reconfiguration,315,Value Increase,314%,315%,,,,
,,13,Matter Reconfiguration,316,Value Increase,315%,316%,,,,
,,13,Matter Reconfiguration,317,Value Increase,316%,317%,,,,
,,13,Matter Reconfiguration,318,Value Increase,317%,318%,,,,
,,13,Matter Reconfiguration,319,Value Increase,318%,319%,,,,
,,13,Matter Reconfiguration,320,Value Increase,319%,320%,,,,
,,13,Matter Reconfiguration,321,Value Increase,320%,321%,,,,
,,13,Matter Reconfiguration,322,Value Increase,321%,322%,,,,
,,13,Matter Reconfiguration,323,Value Increase,322%,323%,,,,
,,13,Matter Reconfiguration,324,Value Increase,323%,324%,,,,
,,13,Matter Reconfiguration,325,Value Increase,324%,325%,,,,
,,13,Matter Reconfiguration,326,Value Increase,325%,326%,,,,
,,13,Matter Reconfiguration,327,Value Increase,326%,327%,,,,
,,13,Matter Reconfiguration,328,Value Increase,327%,328%,,,,
,,13,Matter Reconfiguration,329,Value Increase,328%,329%,,,,
,,13,Matter Reconfiguration,330,Value Increase,329%,330%,,,,
,,13,Matter Reconfiguration,331,Value Increase,330%,331%,,,,
,,13,Matter Reconfiguration,332,Value Increase,331%,332%,,,,
,,13,Matter Reconfiguration,333,Value Increase,332%,333%,,,,
,,13,Matter Reconfiguration,334,Value Increase,333%,334%,,,,
,,13,Matter Reconfiguration,335,Value Increase,334%,335%,,,,
,,13,Matter Reconfiguration,336,Value Increase,335%,336%,,,,
,,13,Matter Reconfiguration,337,Value Increase,336%,337%,,,,
,,13,Matter Reconfiguration,338,Value Increase,337%,338%,,,,
,,13,Matter Reconfiguration,339,Value Increase,338%,339%,,,,
,,13,Matter Reconfiguration,340,Value Increase,339%,340%,,,,
,,13,Matter Reconfiguration,341,Value Increase,340%,341%,,,,
,,13,Matter Reconfiguration,342,Value Increase,341%,342%,,,,
,,13,Matter Reconfiguration,343,Value Increase,342%,343%,,,,
,,13,Matter Reconfiguration,344,Value Increase,343%,344%,,,,
,,13,Matter Reconfiguration,345,Value Increase,344%,345%,,,,
,,13,Matter Reconfiguration,346,Value Increase,345%,346%,,,,
,,13,Matter Reconfiguration,347,Value Increase,346%,347%,,,,
,,13,Matter Reconfiguration,348,Value Increase,347%,348%,,,,
,,13,Matter Reconfiguration,349,Value Increase,348%,349%,,,,
,,13,Matter Reconfiguration,350,Value Increase,349%,350%,,,,
,,13,Matter Reconfiguration,351,Value Increase,350%,351%,,,,
,,13,Matter Reconfiguration,352,Value Increase,351%,352%,,,,
,,13,Matter Reconfiguration,353,Value Increase,352%,353%,,,,
,,13,Matter Reconfiguration,354,Value Increase,353%,354%,,,,
,,13,Matter Reconfiguration,355,Value Increase,354%,355%,,,,
,,13,Matter Reconfiguration,356,Value Increase,355%,356%,,,,
,,13,Matter Reconfiguration,357,Value Increase,356%,357%,,,,
,,13,Matter Reconfiguration,358,Value Increase,357%,358%,,,,
,,13,Matter Reconfiguration,359,Value Increase,358%,359%,,,,
,,13,Matter Reconfiguration,360,Value Increase,359%,360%,,,,
,,13,Matter Reconfiguration,361,Value Increase,360%,361%,,,,
,,13,Matter Reconfiguration,362,Value Increase,361%,362%,,,,
,,13,Matter Reconfiguration,363,Value Increase,362%,363%,,,,
,,13,Matter Reconfiguration,364,Value Increase,363%,364%,,,,
,,13,Matter Reconfiguration,365,Value Increase,364%,365%,,,,
,,13,Matter Reconfiguration,366,Value Increase,365%,366%,,,,
,,13,Matter Reconfiguration,367,Value Increase,366%,367%,,,,
,,13,Matter Reconfiguration,368,Value Increase,367%,368%,,,,
,,13,Matter Reconfiguration,369,Value Increase,368%,369%,,,,
,,13,Matter Reconfiguration,370,Value Increase,369%,370%,,,,
,,13,Matter Reconfiguration,371,Value Increase,370%,371%,,,,
,,13,Matter Reconfiguration,372,Value Increase,371%,372%,,,,
,,13,Matter Reconfiguration,373,Value Increase,372%,373%,,,,
,,13,Matter Reconfiguration,374,Value Increase,373%,374%,,,,
,,13,Matter Reconfiguration,375,Value Increase,374%,375%,,,,
,,13,Matter Reconfiguration,376,Value Increase,375%,376%,,,,
,,13,Matter Reconfiguration,377,Value Increase,376%,377%,,,,
,,13,Matter Reconfiguration,378,Value Increase,377%,378%,,,,
,,13,Matter Reconfiguration,379,Value Increase,378%,379%,,,,
,,13,Matter Reconfiguration,380,Value Increase,379%,380%,,,,
,,13,Matter Reconfiguration,381,Value Increase,380%,381%,,,,
,,13,Matter Reconfiguration,382,Value Increase,381%,382%,,,,
,,13,Matter Reconfiguration,383,Value Increase,382%,383%,,,,
,,13,Matter Reconfiguration,384,Value Increase,383%,384%,,,,
,,13,Matter Reconfiguration,385,Value Increase,384%,385%,,,,
,,13,Matter Reconfiguration,386,Value Increase,385%,386%,,,,
,,13,Matter Reconfiguration,387,Value Increase,386%,387%,,,,
,,13,Matter Reconfiguration,388,Value Increase,387%,388%,,,,
,,13,Matter Reconfiguration,389,Value Increase,388%,389%,,,,
,,13,Matter Reconfiguration,390,Value Increase,389%,390%,,,,
,,13,Matter Reconfiguration,391,Value Increase,390%,391%,,,,
,,13,Matter Reconfiguration,392,Value Increase,391%,392%,,,,
,,13,Matter Reconfiguration,393,Value Increase,392%,393%,,,,
,,13,Matter Reconfiguration,394,Value Increase,393%,394%,,,,
,,13,Matter Reconfiguration,395,Value Increase,394%,395%,,,,
,,13,Matter Reconfiguration,396,Value Increase,395%,396%,,,,
,,13,Matter Reconfiguration,397,Value Increase,396%,397%,,,,
,,13,Matter Reconfiguration,398,Value Increase,397%,398%,,,,
,,13,Matter Reconfiguration,399,Value Increase,398%,399%,,,,
,,13,Matter Reconfiguration,400,Value Increase,399%,400%,,,,
,,13,Matter Reconfiguration,401,Value Increase,400%,401%,,,,
,,13,Matter Reconfiguration,402,Value Increase,401%,402%,,,,
,,13,Matter Reconfiguration,403,Value Increase,402%,403%,,,,
,,13,Matter Reconfiguration,404,Value Increase,403%,404%,,,,
,,13,Matter Reconfiguration,405,Value Increase,404%,405%,,,,
,,13,Matter Reconfiguration,406,Value Increase,405%,406%,,,,
,,13,Matter Reconfiguration,407,Value Increase,406%,407%,,,,
,,13,Matter Reconfiguration,408,Value Increase,407%,408%,,,,
,,13,Matter Reconfiguration,409,Value Increase,408%,409%,,,,
,,13,Matter Reconfiguration,410,Value Increase,409%,410%,,,,
,,13,Matter Reconfiguration,411,Value Increase,410%,411%,,,,
,,13,Matter Reconfiguration,412,Value Increase,411%,412%,,,,
,,13,Matter Reconfiguration,413,Value Increase,412%,413%,,,,
,,13,Matter Reconfiguration,414,Value Increase,413%,414%,,,,
,,13,Matter Reconfiguration,415,Value Increase,414%,415%,,,,
,,13,Matter Reconfiguration,416,Value Increase,415%,416%,,,,
,,13,Matter Reconfiguration,417,Value Increase,416%,417%,,,,
,,13,Matter Reconfiguration,418,Value Increase,417%,418%,,,,
,,13,Matter Reconfiguration,419,Value Increase,418%,419%,,,,
,,13,Matter Reconfiguration,420,Value Increase,419%,420%,,,,
,,13,Matter Reconfiguration,421,Value Increase,420%,421%,,,,
,,13,Matter Reconfiguration,422,Value Increase,421%,422%,,,,
,,13,Matter Reconfiguration,423,Value Increase,422%,423%,,,,
,,13,Matter Reconfiguration,424,Value Increase,423%,424%,,,,
,,13,Matter Reconfiguration,425,Value Increase,424%,425%,,,,
,,13,Matter Reconfiguration,426,Value Increase,425%,426%,,,,
,,13,Matter Reconfiguration,427,Value Increase,426%,427%,,,,
,,13,Matter Reconfiguration,428,Value Increase,427%,428%,,,,
,,13,Matter Reconfiguration,429,Value Increase,428%,429%,,,,
,,13,Matter Reconfiguration,430,Value Increase,429%,430%,,,,
,,13,Matter Reconfiguration,431,Value Increase,430%,431%,,,,
,,13,Matter Reconfiguration,432,Value Increase,431%,432%,,,,
,,13,Matter Reconfiguration,433,Value Increase,432%,433%,,,,
,,13,Matter Reconfiguration,434,Value Increase,433%,434%,,,,
,,13,Matter Reconfiguration,435,Value Increase,434%,435%,,,,
,,13,Matter Reconfiguration,436,Value Increase,435%,436%,,,,
,,13,Matter Reconfiguration,437,Value Increase,436%,437%,,,,
,,13,Matter Reconfiguration,438,Value Increase,437%,438%,,,,
,,13,Matter Reconfiguration,439,Value Increase,438%,439%,,,,
,,13,Matter Reconfiguration,440,Value Increase,439%,440%,,,,
,,13,Matter Reconfiguration,441,Value Increase,440%,441%,,,,
,,13,Matter Reconfiguration,442,Value Increase,441%,442%,,,,
,,13,Matter Reconfiguration,443,Value Increase,442%,443%,,,,
,,13,Matter Reconfiguration,444,Value Increase,443%,444%,,,,
,,13,Matter Reconfiguration,445,Value Increase,444%,445%,,,,
,,13,Matter Reconfiguration,446,Value Increase,445%,446%,,,,
,,13,Matter Reconfiguration,447,Value Increase,446%,447%,,,,
,,13,Matter Reconfiguration,448,Value Increase,447%,448%,,,,
,,13,Matter Reconfiguration,449,Value Increase,448%,449%,,,,
,,13,Matter Reconfiguration,450,Value Increase,449%,450%,,,,
,,13,Matter Reconfiguration,451,Value Increase,450%,451%,,,,
,,13,Matter Reconfiguration,452,Value Increase,451%,452%,,,,
,,13,Matter Reconfiguration,453,Value Increase,452%,453%,,,,
,,13,Matter Reconfiguration,454,Value Increase,453%,454%,,,,
,,13,Matter Reconfiguration,455,Value Increase,454%,455%,,,,
,,13,Matter Reconfiguration,456,Value Increase,455%,456%,,,,
,,13,Matter Reconfiguration,457,Value Increase,456%,457%,,,,
,,13,Matter Reconfiguration,458,Value Increase,457%,458%,,,,
,,13,Matter Reconfiguration,459,Value Increase,458%,459%,,,,
,,13,Matter Reconfiguration,460,Value Increase,459%,460%,,,,
,,13,Matter Reconfiguration,461,Value Increase,460%,461%,,,,
,,13,Matter Reconfiguration,462,Value Increase,461%,462%,,,,
,,13,Matter Reconfiguration,463,Value Increase,462%,463%,,,,
,,13,Matter Reconfiguration,464,Value Increase,463%,464%,,,,
,,13,Matter Reconfiguration,465,Value Increase,464%,465%,,,,
,,13,Matter Reconfiguration,466,Value Increase,465%,466%,,,,
,,13,Matter Reconfiguration,467,Value Increase,466%,467%,,,,
,,13,Matter Reconfiguration,468,Value Increase,467%,468%,,,,
,,13,Matter Reconfiguration,469,Value Increase,468%,469%,,,,
,,13,Matter Reconfiguration,470,Value Increase,469%,470%,,,,
,,13,Matter Reconfiguration,471,Value Increase,470%,471%,,,,
,,13,Matter Reconfiguration,472,Value Increase,471%,472%,,,,
,,13,Matter Reconfiguration,473,Value Increase,472%,473%,,,,
,,13,Matter Reconfiguration,474,Value Increase,473%,474%,,,,
,,13,Matter Reconfiguration,475,Value Increase,474%,475%,,,,
,,13,Matter Reconfiguration,476,Value Increase,475%,476%,,,,
,,13,Matter Reconfiguration,477,Value Increase,476%,477%,,,,
,,13,Matter Reconfiguration,478,Value Increase,477%,478%,,,,
,,13,Matter Reconfiguration,479,Value Increase,478%,479%,,,,
,,13,Matter Reconfiguration,480,Value Increase,479%,480%,,,,
,,13,Matter Reconfiguration,481,Value Increase,480%,481%,,,,
,,13,Matter Reconfiguration,482,Value Increase,481%,482%,,,,
,,13,Matter Reconfiguration,483,Value Increase,482%,483%,,,,
,,13,Matter Reconfiguration,484,Value Increase,483%,484%,,,,
,,13,Matter Reconfiguration,485,Value Increase,484%,485%,,,,
,,13,Matter Reconfiguration,486,Value Increase,485%,486%,,,,
,,13,Matter Reconfiguration,487,Value Increase,486%,487%,,,,
,,13,Matter Reconfiguration,488,Value Increase,487%,488%,,,,
,,13,Matter Reconfiguration,489,Value Increase,488%,489%,,,,
,,13,Matter Reconfiguration,490,Value Increase,489%,490%,,,,
,,13,Matter Reconfiguration,491,Value Increase,490%,491%,,,,
,,13,Matter Reconfiguration,492,Value Increase,491%,492%,,,,
,,13,Matter Reconfiguration,493,Value Increase,492%,493%,,,,
,,13,Matter Reconfiguration,494,Value Increase,493%,494%,,,,
,,13,Matter Reconfiguration,495,Value Increase,494%,495%,,,,
,,13,Matter Reconfiguration,496,Value Increase,495%,496%,,,,
,,13,Matter Reconfiguration,497,Value Increase,496%,497%,,,,
,,13,Matter Reconfiguration,498,Value Increase,497%,498%,,,,
,,13,Matter Reconfiguration,499,Value Increase,498%,499%,,,,
,,13,Matter Reconfiguration,500,Value Increase,499%,500%,,,,
,,13,Timeline Splicing,1,Value Multiplier,1,10,,,,
,,13,Hyper Portalling,1,Vehicle Capacity,0%,5%,,,,
,,13,Hyper Portalling,2,Vehicle Capacity,5%,10%,,,,
